dept,cultivo,year,indicator,value
Bolivia,Frutilla,2018,produccion,3244
Bolivia,Frutilla,2019,produccion,3456.53197823938
Bolivia,Frutilla,2020,produccion,3287.60633343527
Bolivia,Guinda,1984,produccion,35
Bolivia,Guinda,1985,produccion,35
Bolivia,Guinda,1986,produccion,35
Bolivia,Guinda,1987,produccion,36
Bolivia,Guinda,1988,produccion,38
Bolivia,Guinda,1989,produccion,44
Bolivia,Guinda,1990,produccion,45
Bolivia,Guinda,1991,produccion,45
Bolivia,Guinda,1992,produccion,43
Bolivia,Guinda,1993,produccion,51
Bolivia,Guinda,1994,produccion,46
Bolivia,Guinda,1995,produccion,45
Bolivia,Guinda,1996,produccion,52
Bolivia,Guinda,1997,produccion,50
Bolivia,Guinda,1998,produccion,57
Bolivia,Guinda,1999,produccion,55
Bolivia,Guinda,2000,produccion,56
Bolivia,Guinda,2001,produccion,56
Bolivia,Guinda,2002,produccion,56
Bolivia,Guinda,2003,produccion,58
Bolivia,Guinda,2004,produccion,62
Bolivia,Guinda,2005,produccion,69
Bolivia,Guinda,2006,produccion,68
Bolivia,Guinda,2007,produccion,75
Bolivia,Guinda,2008,produccion,78
Bolivia,Guinda,2009,produccion,77
Bolivia,Guinda,2010,produccion,73
Bolivia,Guinda,2011,produccion,69
Bolivia,Guinda,2012,produccion,66
Bolivia,Guinda,2013,produccion,62
Bolivia,Guinda,2014,produccion,61
Bolivia,Guinda,2015,produccion,64
Bolivia,Guinda,2016,produccion,68
Bolivia,Guinda,2017,produccion,74
Bolivia,Guinda,2018,produccion,71
Bolivia,Guinda,2019,produccion,73.2805211433793
Bolivia,Guinda,2020,produccion,70.4353433836073
Bolivia,Higo,1984,produccion,499
Bolivia,Higo,1985,produccion,508
Bolivia,Higo,1986,produccion,465
Bolivia,Higo,1987,produccion,497
Bolivia,Higo,1988,produccion,517
Bolivia,Higo,1989,produccion,526
Bolivia,Higo,1990,produccion,559
Bolivia,Higo,1991,produccion,592
Bolivia,Higo,1992,produccion,554
Bolivia,Higo,1993,produccion,574
Bolivia,Higo,1994,produccion,552
Bolivia,Higo,1995,produccion,569
Bolivia,Higo,1996,produccion,567
Bolivia,Higo,1997,produccion,620
Bolivia,Higo,1998,produccion,621
Bolivia,Higo,1999,produccion,619
Bolivia,Higo,2000,produccion,636
Bolivia,Higo,2001,produccion,625
Bolivia,Higo,2002,produccion,645
Bolivia,Higo,2003,produccion,643
Bolivia,Higo,2004,produccion,672
Bolivia,Higo,2005,produccion,679
Bolivia,Higo,2006,produccion,701
Bolivia,Higo,2007,produccion,726
Bolivia,Higo,2008,produccion,746
Bolivia,Higo,2009,produccion,722
Bolivia,Higo,2010,produccion,719
Bolivia,Higo,2011,produccion,703
Bolivia,Higo,2012,produccion,701
Bolivia,Higo,2013,produccion,704
Bolivia,Higo,2014,produccion,692
Bolivia,Higo,2015,produccion,602
Bolivia,Higo,2016,produccion,617
Bolivia,Higo,2017,produccion,657
Bolivia,Higo,2018,produccion,667
Bolivia,Higo,2019,produccion,686.185554934772
Bolivia,Higo,2020,produccion,652.494475696369
Bolivia,Lima,1984,produccion,4785
Bolivia,Lima,1985,produccion,5296
Bolivia,Lima,1986,produccion,5210
Bolivia,Lima,1987,produccion,5206
Bolivia,Lima,1988,produccion,4991
Bolivia,Lima,1989,produccion,5496
Bolivia,Lima,1990,produccion,5828
Bolivia,Lima,1991,produccion,5684
Bolivia,Lima,1992,produccion,5980
Bolivia,Lima,1993,produccion,6092
Bolivia,Lima,1994,produccion,6263
Bolivia,Lima,1995,produccion,6394
Bolivia,Lima,1996,produccion,6685
Bolivia,Lima,1997,produccion,6973
Bolivia,Lima,1998,produccion,7075
Bolivia,Lima,1999,produccion,6681
Bolivia,Lima,2000,produccion,6810
Bolivia,Lima,2001,produccion,6774
Bolivia,Lima,2002,produccion,6954
Bolivia,Lima,2003,produccion,6740
Bolivia,Lima,2004,produccion,6855
Bolivia,Lima,2005,produccion,6821
Bolivia,Lima,2006,produccion,7014
Bolivia,Lima,2007,produccion,6739
Bolivia,Lima,2008,produccion,6839
Bolivia,Lima,2009,produccion,6353
Bolivia,Lima,2010,produccion,6264
Bolivia,Lima,2011,produccion,6401
Bolivia,Lima,2012,produccion,6485
Bolivia,Lima,2013,produccion,6595
Bolivia,Lima,2014,produccion,6834
Bolivia,Lima,2015,produccion,6970
Bolivia,Lima,2016,produccion,6878
Bolivia,Lima,2017,produccion,6790
Bolivia,Lima,2018,produccion,6692
Bolivia,Lima,2019,produccion,6719.2137216632
Bolivia,Lima,2020,produccion,6794.77554367136
Bolivia,Limón,1984,produccion,5860
Bolivia,Limón,1985,produccion,5986
Bolivia,Limón,1986,produccion,7471
Bolivia,Limón,1987,produccion,7483
Bolivia,Limón,1988,produccion,7558
Bolivia,Limón,1989,produccion,7371
Bolivia,Limón,1990,produccion,7755
Bolivia,Limón,1991,produccion,8002
Bolivia,Limón,1992,produccion,8809
Bolivia,Limón,1993,produccion,8548
Bolivia,Limón,1994,produccion,9811
Bolivia,Limón,1995,produccion,9845
Bolivia,Limón,1996,produccion,10105
Bolivia,Limón,1997,produccion,10129
Bolivia,Limón,1998,produccion,11122
Bolivia,Limón,1999,produccion,12096
Bolivia,Limón,2000,produccion,12674
Bolivia,Limón,2001,produccion,13104
Bolivia,Limón,2002,produccion,14811
Bolivia,Limón,2003,produccion,14220
Bolivia,Limón,2004,produccion,16063
Bolivia,Limón,2005,produccion,16078
Bolivia,Limón,2006,produccion,17647
Bolivia,Limón,2007,produccion,16972
Bolivia,Limón,2008,produccion,19563
Bolivia,Limón,2009,produccion,22443
Bolivia,Limón,2010,produccion,21417
Bolivia,Limón,2011,produccion,23530
Bolivia,Limón,2012,produccion,24247
Bolivia,Limón,2013,produccion,24595
Bolivia,Limón,2014,produccion,24966
Bolivia,Limón,2015,produccion,25256
Bolivia,Limón,2016,produccion,25410
Bolivia,Limón,2017,produccion,25961
Bolivia,Limón,2018,produccion,25793
Bolivia,Limón,2019,produccion,26063.9839269903
Bolivia,Limón,2020,produccion,25755.9190792482
Bolivia,Mandarina,1984,produccion,70219
Bolivia,Mandarina,1985,produccion,70502
Bolivia,Mandarina,1986,produccion,71301
Bolivia,Mandarina,1987,produccion,77938
Bolivia,Mandarina,1988,produccion,78804
Bolivia,Mandarina,1989,produccion,80528
Bolivia,Mandarina,1990,produccion,90569
Bolivia,Mandarina,1991,produccion,86054
Bolivia,Mandarina,1992,produccion,90818
Bolivia,Mandarina,1993,produccion,92068
Bolivia,Mandarina,1994,produccion,103656
Bolivia,Mandarina,1995,produccion,108895
Bolivia,Mandarina,1996,produccion,108051
Bolivia,Mandarina,1997,produccion,109340
Bolivia,Mandarina,1998,produccion,112858
Bolivia,Mandarina,1999,produccion,119313
Bolivia,Mandarina,2000,produccion,123051
Bolivia,Mandarina,2001,produccion,123283
Bolivia,Mandarina,2002,produccion,119773
Bolivia,Mandarina,2003,produccion,130150
Bolivia,Mandarina,2004,produccion,134042
Bolivia,Mandarina,2005,produccion,136569
Bolivia,Mandarina,2006,produccion,142410
Bolivia,Mandarina,2007,produccion,143333
Bolivia,Mandarina,2008,produccion,156630
Bolivia,Mandarina,2009,produccion,169308
Bolivia,Mandarina,2010,produccion,157994
Bolivia,Mandarina,2011,produccion,180626
Bolivia,Mandarina,2012,produccion,184076
Bolivia,Mandarina,2013,produccion,187005
Bolivia,Mandarina,2014,produccion,199001
Bolivia,Mandarina,2015,produccion,213116
Bolivia,Mandarina,2016,produccion,215154
Bolivia,Mandarina,2017,produccion,216782
Bolivia,Mandarina,2018,produccion,235095
Bolivia,Mandarina,2019,produccion,239995.077054334
Bolivia,Mandarina,2020,produccion,237811.688286774
Bolivia,Manga,1984,produccion,6497
Bolivia,Manga,1985,produccion,6603
Bolivia,Manga,1986,produccion,7815
Bolivia,Manga,1987,produccion,8008
Bolivia,Manga,1988,produccion,8209
Bolivia,Manga,1989,produccion,8324
Bolivia,Manga,1990,produccion,9589
Bolivia,Manga,1991,produccion,8902
Bolivia,Manga,1992,produccion,9644
Bolivia,Manga,1993,produccion,10268
Bolivia,Manga,1994,produccion,10890
Bolivia,Manga,1995,produccion,11027
Bolivia,Manga,1996,produccion,11224
Bolivia,Manga,1997,produccion,12022
Bolivia,Manga,1998,produccion,12540
Bolivia,Manga,1999,produccion,12816
Bolivia,Manga,2000,produccion,12117
Bolivia,Manga,2001,produccion,12011
Bolivia,Manga,2002,produccion,12951
Bolivia,Manga,2003,produccion,12990
Bolivia,Manga,2004,produccion,13725
Bolivia,Manga,2005,produccion,13350
Bolivia,Manga,2006,produccion,13950
Bolivia,Manga,2007,produccion,14796
Bolivia,Manga,2008,produccion,15321
Bolivia,Manga,2009,produccion,15951
Bolivia,Manga,2010,produccion,15261
Bolivia,Manga,2011,produccion,16015
Bolivia,Manga,2012,produccion,16209
Bolivia,Manga,2013,produccion,16620
Bolivia,Manga,2014,produccion,17349
Bolivia,Manga,2015,produccion,16782
Bolivia,Manga,2016,produccion,17198
Bolivia,Manga,2017,produccion,18028
Bolivia,Manga,2018,produccion,17613
Bolivia,Manga,2019,produccion,18031.6346358036
Bolivia,Manga,2020,produccion,17613.4894712354
Bolivia,Manzana,1984,produccion,933
Bolivia,Manzana,1985,produccion,933
Bolivia,Manzana,1986,produccion,969
Bolivia,Manzana,1987,produccion,1113
Bolivia,Manzana,1988,produccion,1152
Bolivia,Manzana,1989,produccion,1307
Bolivia,Manzana,1990,produccion,1297
Bolivia,Manzana,1991,produccion,1350
Bolivia,Manzana,1992,produccion,1371
Bolivia,Manzana,1993,produccion,1372
Bolivia,Manzana,1994,produccion,1309
Bolivia,Manzana,1995,produccion,1385
Bolivia,Manzana,1996,produccion,1350
Bolivia,Manzana,1997,produccion,1462
Bolivia,Manzana,1998,produccion,1519
Bolivia,Manzana,1999,produccion,1512
Bolivia,Manzana,2000,produccion,1558
Bolivia,Manzana,2001,produccion,1653
Bolivia,Manzana,2002,produccion,1712
Bolivia,Manzana,2003,produccion,1725
Bolivia,Manzana,2004,produccion,1754
Bolivia,Manzana,2005,produccion,1736
Bolivia,Manzana,2006,produccion,1737
Bolivia,Manzana,2007,produccion,1797
Bolivia,Manzana,2008,produccion,1917
Bolivia,Manzana,2009,produccion,2084
Bolivia,Manzana,2010,produccion,2211
Bolivia,Manzana,2011,produccion,2242
Bolivia,Manzana,2012,produccion,2320
Bolivia,Manzana,2013,produccion,2363
Bolivia,Manzana,2014,produccion,2419
Bolivia,Manzana,2015,produccion,2522
Bolivia,Manzana,2016,produccion,2578
Bolivia,Manzana,2017,produccion,2751
Bolivia,Manzana,2018,produccion,2805
Bolivia,Manzana,2019,produccion,2930.9629605771
Bolivia,Manzana,2020,produccion,2750.31981556204
Bolivia,Membrillo,1984,produccion,47
Bolivia,Membrillo,1985,produccion,49
Bolivia,Membrillo,1986,produccion,57
Bolivia,Membrillo,1987,produccion,62
Bolivia,Membrillo,1988,produccion,74
Bolivia,Membrillo,1989,produccion,77
Bolivia,Membrillo,1990,produccion,83
Bolivia,Membrillo,1991,produccion,77
Bolivia,Membrillo,1992,produccion,81
Bolivia,Membrillo,1993,produccion,93
Bolivia,Membrillo,1994,produccion,82
Bolivia,Membrillo,1995,produccion,74
Bolivia,Membrillo,1996,produccion,80
Bolivia,Membrillo,1997,produccion,91
Bolivia,Membrillo,1998,produccion,95
Bolivia,Membrillo,1999,produccion,108
Bolivia,Membrillo,2000,produccion,116
Bolivia,Membrillo,2001,produccion,121
Bolivia,Membrillo,2002,produccion,119
Bolivia,Membrillo,2003,produccion,120
Bolivia,Membrillo,2004,produccion,112
Bolivia,Membrillo,2005,produccion,115
Bolivia,Membrillo,2006,produccion,104
Bolivia,Membrillo,2007,produccion,102
Bolivia,Membrillo,2008,produccion,104
Bolivia,Membrillo,2009,produccion,99
Bolivia,Membrillo,2010,produccion,100
Bolivia,Membrillo,2011,produccion,100
Bolivia,Membrillo,2012,produccion,106
Bolivia,Membrillo,2013,produccion,113
Bolivia,Membrillo,2014,produccion,110
Bolivia,Membrillo,2015,produccion,119
Bolivia,Membrillo,2016,produccion,121
Bolivia,Membrillo,2017,produccion,135
Bolivia,Membrillo,2018,produccion,128
Bolivia,Membrillo,2019,produccion,131.091230820134
Bolivia,Membrillo,2020,produccion,127.937628992608
Bolivia,Naranja,1984,produccion,71658
Bolivia,Naranja,1985,produccion,78563
Bolivia,Naranja,1986,produccion,82422
Bolivia,Naranja,1987,produccion,85400
Bolivia,Naranja,1988,produccion,87328
Bolivia,Naranja,1989,produccion,89244
Bolivia,Naranja,1990,produccion,89275
Bolivia,Naranja,1991,produccion,94186
Bolivia,Naranja,1992,produccion,97984
Bolivia,Naranja,1993,produccion,98918
Bolivia,Naranja,1994,produccion,102536
Bolivia,Naranja,1995,produccion,109907
Bolivia,Naranja,1996,produccion,113530
Bolivia,Naranja,1997,produccion,109484
Bolivia,Naranja,1998,produccion,120489
Bolivia,Naranja,1999,produccion,123457
Bolivia,Naranja,2000,produccion,129647
Bolivia,Naranja,2001,produccion,129297
Bolivia,Naranja,2002,produccion,133820
Bolivia,Naranja,2003,produccion,128571
Bolivia,Naranja,2004,produccion,141858
Bolivia,Naranja,2005,produccion,141984
Bolivia,Naranja,2006,produccion,144210
Bolivia,Naranja,2007,produccion,150824
Bolivia,Naranja,2008,produccion,155323
Bolivia,Naranja,2009,produccion,155242
Bolivia,Naranja,2010,produccion,162264
Bolivia,Naranja,2011,produccion,162642
Bolivia,Naranja,2012,produccion,168185
Bolivia,Naranja,2013,produccion,170434
Bolivia,Naranja,2014,produccion,179722
Bolivia,Naranja,2015,produccion,181902
Bolivia,Naranja,2016,produccion,185093
Bolivia,Naranja,2017,produccion,180021
Bolivia,Naranja,2018,produccion,189335
Bolivia,Naranja,2019,produccion,193503.891142047
Bolivia,Naranja,2020,produccion,191816.845277351
Bolivia,Palta,1984,produccion,5101
Bolivia,Palta,1985,produccion,5221
Bolivia,Palta,1986,produccion,5375
Bolivia,Palta,1987,produccion,5378
Bolivia,Palta,1988,produccion,5477
Bolivia,Palta,1989,produccion,5497
Bolivia,Palta,1990,produccion,6116
Bolivia,Palta,1991,produccion,6496
Bolivia,Palta,1992,produccion,6454
Bolivia,Palta,1993,produccion,6478
Bolivia,Palta,1994,produccion,6424
Bolivia,Palta,1995,produccion,6300
Bolivia,Palta,1996,produccion,6592
Bolivia,Palta,1997,produccion,6188
Bolivia,Palta,1998,produccion,6080
Bolivia,Palta,1999,produccion,6939
Bolivia,Palta,2000,produccion,7761
Bolivia,Palta,2001,produccion,7742
Bolivia,Palta,2002,produccion,8032
Bolivia,Palta,2003,produccion,8451
Bolivia,Palta,2004,produccion,7996
Bolivia,Palta,2005,produccion,8139
Bolivia,Palta,2006,produccion,8826
Bolivia,Palta,2007,produccion,8606
Bolivia,Palta,2008,produccion,9421
Bolivia,Palta,2009,produccion,10126
Bolivia,Palta,2010,produccion,10617
Bolivia,Palta,2011,produccion,10462
Bolivia,Palta,2012,produccion,10866
Bolivia,Palta,2013,produccion,11399
Bolivia,Palta,2014,produccion,11873
Bolivia,Palta,2015,produccion,12032
Bolivia,Palta,2016,produccion,12497
Bolivia,Palta,2017,produccion,12509
Bolivia,Palta,2018,produccion,12452
Bolivia,Palta,2019,produccion,12689.6437247874
Bolivia,Palta,2020,produccion,12476.9871926257
Bolivia,Papaya,1984,produccion,8351
Bolivia,Papaya,1985,produccion,8525
Bolivia,Papaya,1986,produccion,9310
Bolivia,Papaya,1987,produccion,9593
Bolivia,Papaya,1988,produccion,9252
Bolivia,Papaya,1989,produccion,10234
Bolivia,Papaya,1990,produccion,9923
Bolivia,Papaya,1991,produccion,9711
Bolivia,Papaya,1992,produccion,9418
Bolivia,Papaya,1993,produccion,9770
Bolivia,Papaya,1994,produccion,10314
Bolivia,Papaya,1995,produccion,10402
Bolivia,Papaya,1996,produccion,10764
Bolivia,Papaya,1997,produccion,11187
Bolivia,Papaya,1998,produccion,11422
Bolivia,Papaya,1999,produccion,11211
Bolivia,Papaya,2000,produccion,12124
Bolivia,Papaya,2001,produccion,13011
Bolivia,Papaya,2002,produccion,13206
Bolivia,Papaya,2003,produccion,12188
Bolivia,Papaya,2004,produccion,13020
Bolivia,Papaya,2005,produccion,14613
Bolivia,Papaya,2006,produccion,15094
Bolivia,Papaya,2007,produccion,15606
Bolivia,Papaya,2008,produccion,15899
Bolivia,Papaya,2009,produccion,15844
Bolivia,Papaya,2010,produccion,15762
Bolivia,Papaya,2011,produccion,16275
Bolivia,Papaya,2012,produccion,15973
Bolivia,Papaya,2013,produccion,17031
Bolivia,Papaya,2014,produccion,17956
Bolivia,Papaya,2015,produccion,18186
Bolivia,Papaya,2016,produccion,18216
Bolivia,Papaya,2017,produccion,17339
Bolivia,Papaya,2018,produccion,18040
Bolivia,Papaya,2019,produccion,18291.3737751292
Bolivia,Papaya,2020,produccion,18094.1930968556
Bolivia,Pera,1984,produccion,693
Bolivia,Pera,1985,produccion,689
Bolivia,Pera,1986,produccion,775
Bolivia,Pera,1987,produccion,821
Bolivia,Pera,1988,produccion,776
Bolivia,Pera,1989,produccion,855
Bolivia,Pera,1990,produccion,969
Bolivia,Pera,1991,produccion,1035
Bolivia,Pera,1992,produccion,992
Bolivia,Pera,1993,produccion,1023
Bolivia,Pera,1994,produccion,1085
Bolivia,Pera,1995,produccion,1089
Bolivia,Pera,1996,produccion,1207
Bolivia,Pera,1997,produccion,1152
Bolivia,Pera,1998,produccion,1185
Bolivia,Pera,1999,produccion,1108
Bolivia,Pera,2000,produccion,1205
Bolivia,Pera,2001,produccion,1213
Bolivia,Pera,2002,produccion,1201
Bolivia,Pera,2003,produccion,1269
Bolivia,Pera,2004,produccion,1238
Bolivia,Pera,2005,produccion,1212
Bolivia,Pera,2006,produccion,1304
Bolivia,Pera,2007,produccion,1456
Bolivia,Pera,2008,produccion,1595
Bolivia,Pera,2009,produccion,1562
Bolivia,Pera,2010,produccion,1626
Bolivia,Pera,2011,produccion,1616
Bolivia,Pera,2012,produccion,1617
Bolivia,Pera,2013,produccion,1688
Bolivia,Pera,2014,produccion,1721
Bolivia,Pera,2015,produccion,1751
Bolivia,Pera,2016,produccion,1789
Bolivia,Pera,2017,produccion,1907
Bolivia,Pera,2018,produccion,1967
Bolivia,Pera,2019,produccion,2031.38284716752
Bolivia,Pera,2020,produccion,1911.75062992483
Bolivia,Piña,1984,produccion,19285
Bolivia,Piña,1985,produccion,19534
Bolivia,Piña,1986,produccion,20839
Bolivia,Piña,1987,produccion,20914
Bolivia,Piña,1988,produccion,20982
Bolivia,Piña,1989,produccion,21320
Bolivia,Piña,1990,produccion,20563
Bolivia,Piña,1991,produccion,22392
Bolivia,Piña,1992,produccion,24640
Bolivia,Piña,1993,produccion,25110
Bolivia,Piña,1994,produccion,31243
Bolivia,Piña,1995,produccion,34926
Bolivia,Piña,1996,produccion,30355
Bolivia,Piña,1997,produccion,31949
Bolivia,Piña,1998,produccion,32386
Bolivia,Piña,1999,produccion,33399
Bolivia,Piña,2000,produccion,35465
Bolivia,Piña,2001,produccion,39471
Bolivia,Piña,2002,produccion,41957
Bolivia,Piña,2003,produccion,45611
Bolivia,Piña,2004,produccion,45509
Bolivia,Piña,2005,produccion,49849
Bolivia,Piña,2006,produccion,52291
Bolivia,Piña,2007,produccion,55887
Bolivia,Piña,2008,produccion,53423
Bolivia,Piña,2009,produccion,53666
Bolivia,Piña,2010,produccion,66611
Bolivia,Piña,2011,produccion,66927
Bolivia,Piña,2012,produccion,72171
Bolivia,Piña,2013,produccion,79580
Bolivia,Piña,2014,produccion,83707
Bolivia,Piña,2015,produccion,83009
Bolivia,Piña,2016,produccion,85256
Bolivia,Piña,2017,produccion,86022
Bolivia,Piña,2018,produccion,86204
Bolivia,Piña,2019,produccion,87658.1552385696
Bolivia,Piña,2020,produccion,85963.972226447
Bolivia,Plátano,1984,produccion,161602
Bolivia,Plátano,1985,produccion,166818
Bolivia,Plátano,1986,produccion,172997
Bolivia,Plátano,1987,produccion,176127
Bolivia,Plátano,1988,produccion,185473
Bolivia,Plátano,1989,produccion,204093
Bolivia,Plátano,1990,produccion,193067
Bolivia,Plátano,1991,produccion,210350
Bolivia,Plátano,1992,produccion,227199
Bolivia,Plátano,1993,produccion,224319
Bolivia,Plátano,1994,produccion,211140
Bolivia,Plátano,1995,produccion,222834
Bolivia,Plátano,1996,produccion,253810
Bolivia,Plátano,1997,produccion,277497
Bolivia,Plátano,1998,produccion,297312
Bolivia,Plátano,1999,produccion,286479
Bolivia,Plátano,2000,produccion,297698
Bolivia,Plátano,2001,produccion,301123
Bolivia,Plátano,2002,produccion,306463
Bolivia,Plátano,2003,produccion,321597
Bolivia,Plátano,2004,produccion,306609
Bolivia,Plátano,2005,produccion,315604
Bolivia,Plátano,2006,produccion,306126
Bolivia,Plátano,2007,produccion,321983
Bolivia,Plátano,2008,produccion,327190
Bolivia,Plátano,2009,produccion,314063
Bolivia,Plátano,2010,produccion,345243
Bolivia,Plátano,2011,produccion,357216
Bolivia,Plátano,2012,produccion,378155
Bolivia,Plátano,2013,produccion,397721
Bolivia,Plátano,2014,produccion,427426
Bolivia,Plátano,2015,produccion,446000
Bolivia,Plátano,2016,produccion,456847
Bolivia,Plátano,2017,produccion,481840
Bolivia,Plátano,2018,produccion,493524
Bolivia,Plátano,2019,produccion,491620.204915531
Bolivia,Plátano,2020,produccion,481092.526855111
Bolivia,Pomelo/toronja,1984,produccion,1866
Bolivia,Pomelo/toronja,1985,produccion,1917
Bolivia,Pomelo/toronja,1986,produccion,1974
Bolivia,Pomelo/toronja,1987,produccion,2132
Bolivia,Pomelo/toronja,1988,produccion,2250
Bolivia,Pomelo/toronja,1989,produccion,2159
Bolivia,Pomelo/toronja,1990,produccion,2347
Bolivia,Pomelo/toronja,1991,produccion,2372
Bolivia,Pomelo/toronja,1992,produccion,2390
Bolivia,Pomelo/toronja,1993,produccion,2393
Bolivia,Pomelo/toronja,1994,produccion,2456
